Study_numb,URL,Paper,Title,Year_Sampled,Species,OsHV_var
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,2010,Magallana gigas,OsHV-1
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,2011,Magallana gigas,OsHV-1
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,2012,Ostrea edulis,OsHV-1
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,2015,Magallana gigas,OsHV-1
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,2017,Magallana gigas,OsHV-1
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,NA,Magallana gigas,OsHV-1
87,https://onlinelibrary.wiley.com/doi/epdf/10.1111/are.13832,Arzeta-Pino et al. 2018,Herpes virus OsHV‐1 and the protistPerkinsus marinusmodifythe expression of the Down syndrome cell adhesion moleculegene in gill and mantle ofCrassostreaspp.,NA,Magallana gigas,OsHV-1
88,https://www.sciencedirect.com/science/article/pii/S0168170222003239,Trancart et al. 2023,Diversity and molecular epidemiology of Ostreid herpesvirus 1 in farmed Crassostrea gigas in Australia: Geographic clusters and implications for “microvariants” in global mortality events,2011,Magallana gigas,OsHV-1 non-μvar variant
88,https://www.sciencedirect.com/science/article/pii/S0168170222003239,Trancart et al. 2023,Diversity and molecular epidemiology of Ostreid herpesvirus 1 in farmed Crassostrea gigas in Australia: Geographic clusters and implications for “microvariants” in global mortality events,2012,Magallana gigas,OsHV-1 non-μvar variant
88,https://www.sciencedirect.com/science/article/pii/S0168170222003239,Trancart et al. 2023,Diversity and molecular epidemiology of Ostreid herpesvirus 1 in farmed Crassostrea gigas in Australia: Geographic clusters and implications for “microvariants” in global mortality events,2013,Magallana gigas,OsHV-1 non-μvar variant
88,https://www.sciencedirect.com/science/article/pii/S0168170222003239,Trancart et al. 2023,Diversity and molecular epidemiology of Ostreid herpesvirus 1 in farmed Crassostrea gigas in Australia: Geographic clusters and implications for “microvariants” in global mortality events,2014,Magallana gigas,OsHV-1 non-μvar variant
88,https://www.sciencedirect.com/science/article/pii/S0168170222003239,Trancart et al. 2023,Diversity and molecular epidemiology of Ostreid herpesvirus 1 in farmed Crassostrea gigas in Australia: Geographic clusters and implications for “microvariants” in global mortality events,2015,Magallana gigas,OsHV-1 non-μvar variant
89,https://www.sciencedirect.com/science/article/pii/S0044848613003761?via%3Dihub,Paul-Pont et al. 2013,Influence of husbandry practices on OsHV-1 associated mortality of Pacific oysters Crassostrea gigas,2011,Magallana gigas,OsHV-1 μVar
89,https://www.sciencedirect.com/science/article/pii/S0044848613003761?via%3Dihub,Paul-Pont et al. 2013,Influence of husbandry practices on OsHV-1 associated mortality of Pacific oysters Crassostrea gigas,2012,Magallana gigas,OsHV-1 μVar
90,https://www.sciencedirect.com/science/article/pii/S0044848613006480,Paul-Pont et al. 2014,"Descriptive epidemiology of mass mortality due to Ostreid herpesvirus-1 (OsHV-1) in commercially farmed Pacific oysters (Crassostrea gigas) in the Hawkesbury River estuary, Australia",2013,Magallana gigas,OsHV-1 μVar
91,https://www.mpi.govt.nz/dmsdocument/33337-ostreid-herpesvirus-and-vibrio-species-pilot-surveillance-study-farmed-pacific-oysters-magallana-gigas-in-croisilles-harbour-marlborough-sounds-new-zealand,Pande & Andel 2018,"Ostreid herpesvirus and Vibrio species pilot surveillance study farmed Pacific Oysters (Magallana gigas) in Croisilles Harbour, Marlborough Sounds, New Zealand.",2016,Magallana gigas,OsHV-1 μVar
91,https://www.mpi.govt.nz/dmsdocument/33337-ostreid-herpesvirus-and-vibrio-species-pilot-surveillance-study-farmed-pacific-oysters-magallana-gigas-in-croisilles-harbour-marlborough-sounds-new-zealand,Pande & Andel 2018,"Ostreid herpesvirus and Vibrio species pilot surveillance study farmed Pacific Oysters (Magallana gigas) in Croisilles Harbour, Marlborough Sounds, New Zealand.",2017,Magallana gigas,OsHV-1 μVar
91,https://www.mpi.govt.nz/dmsdocument/33337-ostreid-herpesvirus-and-vibrio-species-pilot-surveillance-study-farmed-pacific-oysters-magallana-gigas-in-croisilles-harbour-marlborough-sounds-new-zealand,Pande & Andel 2018,"Ostreid herpesvirus and Vibrio species pilot surveillance study farmed Pacific Oysters (Magallana gigas) in Croisilles Harbour, Marlborough Sounds, New Zealand.",2018,Magallana gigas,OsHV-1 μVar
92,https://www.int-res.com/abstracts/dao/v109/n3/p231-239/,Keeling et al. 2014,New Zealand juvenile oyster mortality associated with ostreid herpesvirus 1—an opportunistic longitudinal study,1999,Magallana gigas,OsHV-1 μVar
92,https://www.int-res.com/abstracts/dao/v109/n3/p231-239/,Keeling et al. 2014,New Zealand juvenile oyster mortality associated with ostreid herpesvirus 1—an opportunistic longitudinal study,2010,Magallana gigas,OsHV-1 μVar
92,https://www.int-res.com/abstracts/dao/v109/n3/p231-239/,Keeling et al. 2014,New Zealand juvenile oyster mortality associated with ostreid herpesvirus 1—an opportunistic longitudinal study,2011,Magallana gigas,OsHV-1 μVar
92,https://www.int-res.com/abstracts/dao/v109/n3/p231-239/,Keeling et al. 2014,New Zealand juvenile oyster mortality associated with ostreid herpesvirus 1—an opportunistic longitudinal study,2012,Magallana gigas,OsHV-1 μVar
93,https://pubmed.ncbi.nlm.nih.gov/31356818/,Barbieri et al. 2019,First detection of Ostreid herpesvirus 1 in wild Crassostrea gigas in Argentina,2017,Magallana gigas,OsHV-1 μVar
94,https://archimer.ifremer.fr/doc/00000/2898/,Renault et al. 2000,"Herpesviruses associated with mortalities among Pacific oyster, Crassostrea gigas, in France-Comparative study",1992,Magallana gigas,Herpesvirus
94,https://archimer.ifremer.fr/doc/00000/2898/,Renault et al. 2000,"Herpesviruses associated with mortalities among Pacific oyster, Crassostrea gigas, in France-Comparative study",1993,Magallana gigas,Herpesvirus
95,https://archimer.ifremer.fr/doc/1994/publication-2888.pdf,Renault et al. 2000,Herpes-like virus infecting Japanese oyster (Crassostrea gigas) spat,1993,Magallana gigas,Herpes-like virus
96,https://archimer.ifremer.fr/doc/1994/publication-2887.pdf,Le Deuff et al. 1994,"Experimental transmission of a Herpes-like virus to axenic larvae of Pacific oyster, Crassostrea gigas",NA,Magallana gigas,Herpes-like virus
97,https://www.int-res.com/articles/dao/24/d024p149.pdf,Le Deuff et al. 1996,Effects of temperature on herpes-like virus detection among hatchery-reared larval Pacific oyster Crassostrea gigas,NA,Magallana gigas,Herpes-like virus
98,https://www.sciencedirect.com/science/article/pii/S0048969720332721?via%3Dihub,Friedman et al. 2020,Unraveling concordant and varying responses of oyster species to Ostreid Herpesvirus 1 variants,2017,Magallana gigas,OsHV-1
98,https://www.sciencedirect.com/science/article/pii/S0048969720332721?via%3Dihub,Friedman et al. 2020,Unraveling concordant and varying responses of oyster species to Ostreid Herpesvirus 1 variants,2017,Crassoastrea virginica,OsHV-1 μVar
98,https://www.sciencedirect.com/science/article/pii/S0048969720332721?via%3Dihub,Friedman et al. 2020,Unraveling concordant and varying responses of oyster species to Ostreid Herpesvirus 1 variants,2017,Crassostrea sikamea,OsHV-1 μVar
99,https://bmcgenomdata.biomedcentral.com/articles/10.1186/s12863-019-0791-3#Abs1,Divilov et al. 2019,First evaluation of resistance to both a California OsHV-1 variant and a French OsHV-1 microvariant in Pacific oysters,2018,Magallana gigas,OsHV-1 μVar
100,https://www.int-res.com/articles/dao2010/89/d089p137.pdf,Vásquez-Yeomans et al. 2010,"Gill erosion and herpesvirus in Crassostrea gigas cultured in Baja California, Mexico
",2000,Magallana gigas,OsHV-1 μVar
101,https://pubmed.ncbi.nlm.nih.gov/30972971/,Kim et al. 2019,Mass mortality in Korean bay scallop (Argopecten irradians) associated with Ostreid Herpesvirus-1 μVar,2017,Magallana gigas,OsHV-1 μVar
101,https://pubmed.ncbi.nlm.nih.gov/30972971/,Kim et al. 2019,Mass mortality in Korean bay scallop (Argopecten irradians) associated with Ostreid Herpesvirus-1 μVar,2018,Magallana gigas,OsHV-1 μVar
102,https://www.sciencedirect.com/science/article/pii/S1050464810000690?via%3Dihub,Tang et al. 2010,Physiological and immune responses of zhikong scallop Chlamys farreri to the acute viral necrobiotic virus infection,2007,Chlamys farreri,AVNV
103,https://www.frdc.com.au/sites/default/files/products/2011-053-DLD.pdf,Whittington et al. 2013,"Final Report: 2011/053 Aquatic Animal Health Subprogram: Pacific oyster mortality syndrome (POMS) – understanding biotic and abiotic environmental and husbandry effects to reduce economic losses
",2011,Magallana gigas,OsHV-1
103,https://www.frdc.com.au/sites/default/files/products/2011-053-DLD.pdf,Whittington et al. 2013,"Final Report: 2011/053 Aquatic Animal Health Subprogram: Pacific oyster mortality syndrome (POMS) – understanding biotic and abiotic environmental and husbandry effects to reduce economic losses
",2011,Saccostrea glomerata,OsHV-1
103,https://www.frdc.com.au/sites/default/files/products/2011-053-DLD.pdf,Whittington et al. 2013,"Final Report: 2011/053 Aquatic Animal Health Subprogram: Pacific oyster mortality syndrome (POMS) – understanding biotic and abiotic environmental and husbandry effects to reduce economic losses
",2012,Magallana gigas,OsHV-1
103,https://www.frdc.com.au/sites/default/files/products/2011-053-DLD.pdf,Whittington et al. 2013,"Final Report: 2011/053 Aquatic Animal Health Subprogram: Pacific oyster mortality syndrome (POMS) – understanding biotic and abiotic environmental and husbandry effects to reduce economic losses
",2012,Saccostrea glomerata,OsHV-1
104,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5994699/,Abbadi et al. 2018,Identification of a newly described OsHV-1 μVar from the North Adriatic Sea (Italy),2016,Magallana gigas,OsHV-1 μVar
105,https://www.sciencedirect.com/science/article/pii/S0044848611001256,Dundon et al. 2011,Detection of Type 1 Ostreid Herpes variant (OsHV-1 μVar) with no associated mortality in French-origin Pacific cupped oyster Crassostrea gigas farmed in Italy,2010,Magallana gigas,OsHV-1 μVar
106,https://www.sciencedirect.com/science/article/abs/pii/S1050464814001727?via%3Dihub,Domeneghetti et al. 2014,"Mortality occurrence and pathogen detection in Crassostrea gigas and Mytilus galloprovincialis close-growing in shallow waters (Goro lagoon, Italy)",2011,Mytilus galloprovincialis,OsHV-1 μVar
106,https://www.sciencedirect.com/science/article/abs/pii/S1050464814001727?via%3Dihub,Domeneghetti et al. 2014,"Mortality occurrence and pathogen detection in Crassostrea gigas and Mytilus galloprovincialis close-growing in shallow waters (Goro lagoon, Italy)",2011,Magallana gigas,OsHV-1 μVar
106,https://www.sciencedirect.com/science/article/abs/pii/S1050464814001727?via%3Dihub,Domeneghetti et al. 2014,"Mortality occurrence and pathogen detection in Crassostrea gigas and Mytilus galloprovincialis close-growing in shallow waters (Goro lagoon, Italy)",2012,Magallana gigas,OsHV-1 μVar
106,https://www.sciencedirect.com/science/article/abs/pii/S1050464814001727?via%3Dihub,Domeneghetti et al. 2014,"Mortality occurrence and pathogen detection in Crassostrea gigas and Mytilus galloprovincialis close-growing in shallow waters (Goro lagoon, Italy)",2013,Magallana gigas,OsHV-1 μVar
107,https://www.sciencedirect.com/science/article/pii/S0022201116302348?via%3Dihub,Bai et al. 2017,Experimental infection of adult Scapharca broughtonii with Ostreid herpesvirus SB strain,NA,Scapharca broughtonii,OsHV-1
108,https://www.int-res.com/abstracts/dao/v117/n3/p171-176,Mortensen et al. 2016,Summer mortalities and detection of ostreid herpesvirus microvariant in Pacific oyster Crassostrea gigas in Sweden and Norway,2010,Magallana gigas,OsHV-1 μVar
108,https://www.int-res.com/abstracts/dao/v117/n3/p171-176,Mortensen et al. 2016,Summer mortalities and detection of ostreid herpesvirus microvariant in Pacific oyster Crassostrea gigas in Sweden and Norway,2013,Magallana gigas,OsHV-1 μVar
108,https://www.int-res.com/abstracts/dao/v117/n3/p171-176,Mortensen et al. 2016,Summer mortalities and detection of ostreid herpesvirus microvariant in Pacific oyster Crassostrea gigas in Sweden and Norway,2014,Magallana gigas,OsHV-1 μVar
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2005,Magallana gigas,OsHV-1 μVar
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2005,Magallana gigas,OsHV-1
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2008,Magallana gigas,OsHV-1 μVar
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2008,Magallana gigas,OsHV-1
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2009,Magallana gigas,OsHV-1 μVar
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2009,Magallana gigas,OsHV-1
109,https://www.sciencedirect.com/science/article/pii/S0044848611008295,Roque et al. 2012,First report of OsHV-1 microvar in Pacific oyster (Crassostrea gigas) cultured in Spain,2010,Magallana gigas,OsHV-1
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Arenicola marina,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Crangon crangon,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Cerastoderma edule,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Crepidula fornicata,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Golfingia vulgaris,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,L. conchilega,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Lineus spp.,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Balanus spp.,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Phyllodoce mucosa,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Carcinus maenas,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Gammarus obtusatus,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Littorina littorea,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Mytilus edulis,OsHV-1 μVar
110,https://www.sciencedirect.com/science/article/pii/S0025326X21002733?via%3Dihub,Vanhuysse et al. 2021,Changes in benthic macrofauna in oyster parks during an OsHV-1 μVar oyster spat mortality outbreak,2017,Scoloplos armiger,OsHV-1 μVar
111,https://academic.oup.com/metallomics/article/11/4/822/5952389,Xin et al. 2019,"OsHV-1 infection leads to mollusc tissue lesion and iron redistribution, revealing a strategy of iron limitation against pathogen",NA,Scapharca broughtonii,OsHV-1
112,https://onlinelibrary.wiley.com/doi/epdf/10.1111/jfd.12332,Gittenberger et al. 2016,"Ostreid herpesvirus OsHV-1lVar in Pacific oystersCrassostrea gigas (Thunberg 1793) of the Wadden Sea, aUNESCO world heritage site",2012,Magallana gigas,OsHV-1 μVar
113,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Morrissey et al. 2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,2008,Magallana gigas,OsHV-1 μVar
113,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Morrissey et al. 2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,2009,Magallana gigas,OsHV-1 μVar
113,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Morrissey et al. 2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,2010,Magallana gigas,OsHV-1 μVar
113,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Morrissey et al. 2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,2011,Magallana gigas,OsHV-1 μVar
113,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Morrissey et al. 2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,2012,Magallana gigas,OsHV-1 μVar
114,https://www.sciencedirect.com/science/article/pii/S0168170216300739?via%3Dihub,López Sanmartín et al. 2016,"Experimental infection of European flat oyster Ostrea edulis with ostreid herpesvirus 1 microvar (OsHV-1 μVar): Mortality, viral load and detection of viral transcripts by in situ hybridization",2014,Ostrea edulis,OsHV-1 μVar
115,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.3435,Pernet et al. 2021,Competition for food reduces disease susceptibility in a marine invertebrate,2017,Ostrea edulis,OsHV-1
115,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.3435,Pernet et al. 2021,Competition for food reduces disease susceptibility in a marine invertebrate,2017,Mytilus spp.,OsHV-1
116,NA,Shukla et al. in prep,"Stress Hardening May Impact Pacific Oyster (Magallana gigas), but not Kumamoto Oyster (Crassostrea sikamea), Responses to an OsHV-1 Outbreak in Tomales Bay, CA",2020,Magallana gigas,OsHV-1
116,NA,Shukla et al. in prep,"Stress Hardening May Impact Pacific Oyster (Magallana gigas), but not Kumamoto Oyster (Crassostrea sikamea), Responses to an OsHV-1 Outbreak in Tomales Bay, CA",2021,Magallana gigas,OsHV-1
116,NA,Shukla et al. in prep,"Stress Hardening May Impact Pacific Oyster (Magallana gigas), but not Kumamoto Oyster (Crassostrea sikamea), Responses to an OsHV-1 Outbreak in Tomales Bay, CA",2021,Crassostrea sikamea,OsHV-1
116,NA,Shukla et al. in prep,"Stress Hardening May Impact Pacific Oyster (Magallana gigas), but not Kumamoto Oyster (Crassostrea sikamea), Responses to an OsHV-1 Outbreak in Tomales Bay, CA",2022,Magallana gigas,OsHV-1
