Study_numb,Paper,Lead Author,Year_Published,Title,URL,Location,Country,GPS_coordinates_extracted,GPS_Google,GPS_data,GPS_lat,GPS_long,Field_Lab,Species,Taxa,Year_Sampled,OsHV-1_var,Strain,Search_Strategy,Notes
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/abs/pii/S0168170210002364?via%3Dihub,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
18,Xia et al. 2015,Xia,2015,Complete genome sequence of Ostreid herpesvirus-1 associated with mortalities of Scapharca broughtonii broodstocks,https://virologyj.biomedcentral.com/articles/10.1186/s12985-015-0334-0,"Changdao, China",China,NA,"37.852516, 120.824291","37.852516, 120.824291",37.852516,120.824291,Field,Scapharca broughtonii,Clam,2012,OsHV-1,OsHV-1 SB?,Snowball,
19,Schikorski et al. 2011,Schikorski,2011,Experimental infection of Pacific oyster Crassostrea gigas spat by ostreid herpesvirus 1: demonstration of oyster spat susceptibility,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-27,"Normandy, France",France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
19,Schikorski et al. 2011,Schikorski,2011,Experimental infection of Pacific oyster Crassostrea gigas spat by ostreid herpesvirus 1: demonstration of oyster spat susceptibility,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-27,"North Brittany (Breton), France",France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
19,Schikorski et al. 2011,Schikorski,2011,Experimental infection of Pacific oyster Crassostrea gigas spat by ostreid herpesvirus 1: demonstration of oyster spat susceptibility,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-27,"South Brittany (Breton), France",France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Field,Magallana gigas,Pacific Oyster,2008,OsHV-1 μvar,,Snowball,
20,Xin et al. 2018,Xin,2018,"Validation of housekeeping genes for quantitative mRNA expression analysis in OsHV-1 infected ark clam, Scapharca broughtonii",https://www.sciencedirect.com/science/article/pii/S0022201117304366?via%3Dihub,"Qingdao, China",China,NA,"36.053318, 120.291358

","36.053318, 120.291358

",36.053318,120.291358,Lab,Scapharca broughtonii,Clam,NA,OsHV-1,,Snowball,
21,Bai et al. 2022,Bai,2022,Paired miRNA and RNA sequencing provides a first insight into molecular defense mechanisms of Scapharca broughtonii during ostreid herpesvirus-1 infection,https://www.sciencedirect.com/science/article/pii/S105046482200064X?via%3Dihub,"Bohai Bay, China",China,NA,"38.455657, 117.858286","38.455657, 117.858286",38.455657,117.858286,Lab,Scapharca broughtonii,Clam,2019,OsHV-1,,Snowball,
22,Barbosa-Solomieu et al. 2004,Barbosa-Solomieu,2004,Diagnosis of Ostreid herpesvirus 1 in fixed paraffin-embedded archival samples using PCR and in situ hybridisation,https://www.sciencedirect.com/science/article/pii/S016609340400045X?via%3Dihub,"Charente Maritime, France",France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Field,Ostrea edulis,Other oyster,1994,OsHV-1,,Snowball,
22,Barbosa-Solomieu et al. 2004,Barbosa-Solomieu,2004,Diagnosis of Ostreid herpesvirus 1 in fixed paraffin-embedded archival samples using PCR and in situ hybridisation,https://www.sciencedirect.com/science/article/pii/S016609340400045X?via%3Dihub,"Charente Maritime, France",France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Field,Magallana gigas,Pacific Oyster,1994,OsHV-1,,Snowball,
23,Wang et al. 2022,Wang,2022,Characterization  of  a  Novel  C-type  Lectin  against  OsHV-1  infection  in Scapharca broughtonii,https://www.isj.unimore.it/index.php/ISJ/article/view/730/488,"Qingdao, China",China,NA,"36.053318, 120.291358

","36.053318, 120.291358

",36.053318,120.291358,Lab,Scapharca broughtonii,Clam,NA,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,"Ría de Ortigueira, Galicia, Spain",Spain,NA,"43.753142, -7.727630","43.753142, -7.727630",43.753142,-7.72763,Field,Ostrea edulis,Other oyster,2002,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,"Ría de Ortigueira, Galicia, Spain",Spain,NA,"43.753142, -7.727630","43.753142, -7.727630",43.753142,-7.72763,Field,Ostrea edulis,Other oyster,2001,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,"Ría de Arousa, Galicia, Spain",Spain,NA,"42.557357, -8.903498","42.557357, -8.903498",42.557357,-8.903498,Field,Ostrea edulis,Other oyster,2001,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,"Ría de Arousa, Galicia, Spain",Spain,NA,"42.557357, -8.903498","42.557357, -8.903498",42.557357,-8.903498,Field,Ostrea edulis,Other oyster,2002,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,"Ría de Arousa, Galicia, Spain",Spain,NA,"42.557357, -8.903498","42.557357, -8.903498",42.557357,-8.903498,Field,Ostrea edulis,Other oyster,2003,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,Greece,Greece,NA,"37.826217, 24.199100","37.826217, 24.199100",37.826217,24.1991,Field,Ostrea edulis,Other oyster,2001,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,Greece,Greece,NA,"37.826217, 24.199100","37.826217, 24.199100",37.826217,24.1991,Field,Ostrea edulis,Other oyster,2002,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,Ireland,Ireland,NA,"51.593005, -8.858027","51.593005, -8.858027",51.593005,-8.858027,Field,Ostrea edulis,Other oyster,2001,OsHV-1,,Snowball,
24,da Silva et al. 2008,da Silva,2008,Herpesvirus infection in European flat oysters Ostrea edulis obtained from brood stocks of various geographic origins and grown in Galicia (NW Spain),https://www.int-res.com/articles/dao2007/78/d078p181.pdf,Ireland,Ireland,NA,"51.593005, -8.858027","51.593005, -8.858027",51.593005,-8.858027,Field,Ostrea edulis,Other oyster,2002,OsHV-1,,Snowball,
25,Renault et al. 2000,Renault,2000,Concomitant herpes-like virus infections in hatchery-reared larvae and nursery-cultured spat Crassostrea gigas and Ostrea edulis,https://pubmed.ncbi.nlm.nih.gov/11104068/,"Bourgneuf Bay, Vendée, France",France,NA,"47.034744, -2.133321","47.034744, -2.133321",47.034744,-2.133321,Field,Ostrea edulis,Other oyster,1994,OsHV-1,,Snowball,
25,Renault et al. 2000,Renault,2000,Concomitant herpes-like virus infections in hatchery-reared larvae and nursery-cultured spat Crassostrea gigas and Ostrea edulis,https://pubmed.ncbi.nlm.nih.gov/11104068/,"Bourgneuf Bay, Vendée, France",France,NA,"47.034744, -2.133321","47.034744, -2.133321",47.034744,-2.133321,Field,Magallana gigas,Pacific Oyster,1994,OsHV-1,,Snowball,
26,Arzul et al. 2001,Arzul,2001,Experimental herpes-like viral infections in marine bivalves: demonstration of interspecies transmission,https://www.int-res.com/articles/dao/46/d046p001.pdf,NA,NA,NA,NA,NA,NA,,Lab,Crassostrea angulata,Other oyster,1997-2000,OsHV-1,,Snowball,
26,Arzul et al. 2001,Arzul,2001,Experimental herpes-like viral infections in marine bivalves: demonstration of interspecies transmission,https://www.int-res.com/articles/dao/46/d046p001.pdf,NA,NA,NA,NA,NA,NA,,Lab,Magallana gigas,Pacific Oyster,1997-2001,OsHV-1,,Snowball,
26,Arzul et al. 2001,Arzul,2001,Experimental herpes-like viral infections in marine bivalves: demonstration of interspecies transmission,https://www.int-res.com/articles/dao/46/d046p001.pdf,NA,NA,NA,NA,NA,NA,,Lab,Ostrea edulis,Other oyster,1997-2002,OsHV-1,,Snowball,
27,Renault & Arzul 2001,Renault,2001,Herpes-like virus infections in hatchery-reared bivalve larvae in Europe: speci®c viral DNA detection by PCR,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2761.2001.00282.x,UK,UK,NA,"53.637027, -4.747346","53.637027, -4.747346",53.637027,-4.747346,Field,Magallana gigas,Pacific Oyster,1997-2003,OsHV-1,,Snowball,
27,Renault & Arzul 2001,Renault,2001,Herpes-like virus infections in hatchery-reared bivalve larvae in Europe: speci®c viral DNA detection by PCR,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2761.2001.00282.x,France,France,NA,"47.034744, -2.133321","47.034744, -2.133321",47.034744,-2.133321,Field,Magallana gigas,Pacific Oyster,1997-2004,OsHV-1,,Snowball,
27,Renault & Arzul 2001,Renault,2001,Herpes-like virus infections in hatchery-reared bivalve larvae in Europe: speci®c viral DNA detection by PCR,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2761.2001.00282.x,France,France,NA,"47.034744, -2.133321","47.034744, -2.133321",47.034744,-2.133321,Field,Magallana gigas,Pacific Oyster,1997-2005,OsHV-1,,Snowball,
27,Renault & Arzul 2001,Renault,2001,Herpes-like virus infections in hatchery-reared bivalve larvae in Europe: speci®c viral DNA detection by PCR,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2761.2001.00282.x,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Ruditapes decussatus,Clam,1997-2006,OsHV-1,,Snowball,
27,Renault & Arzul 2001,Renault,2001,Herpes-like virus infections in hatchery-reared bivalve larvae in Europe: speci®c viral DNA detection by PCR,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2761.2001.00282.x,Spain,Spain,NA,"43.753142, -7.727630","43.753142, -7.727630",43.753142,-7.72763,Field,Ruditapes phillipinarum,Clam,1997-2007,OsHV-1,,Snowball,
28,Hine et al. 1998,Hine,1998,Replication of a herpes-like virus in larvae of the flat oyster Tiostrea chilensis at ambient temperatures ,https://www.int-res.com/articles/dao/32/d032p161.pdf,"Wellington Harbour, New Zealand",New Zealand,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Tiostrea chilensis,Other oyster,NA,OsHV-1,,Snowball,
29,Hine et al. 1992,Hine,1992,Herpesviruses associated with mortalities among hatchery-reared larval Pacific oysters Crassostrea gigas,https://www.semanticscholar.org/paper/Herpesviruses-associated-with-mortalities-among-Hine-Wesney/8a0c4d9d9f6caa22a79308d04334dbf980ac8eab,"Mahurangi, New Zealand",New Zealand,NA,"-36.476935, 174.722596","-36.476935, 174.722596",-36.476935,174.722596,Field,Magallana gigas,Pacific Oyster,1991,OsHV-1,,Snowball,
30,Nicolas et al. 1992,Nicolas,1992,Herpes-like virus infecting Pacific-oyster larvae Crassostrea gigas,http://eafp.org/download/1992-Volume12/Issue%201/3-Nicolas%20et%20al.pdf,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,Pacific Oyster,1991,OsHV-1,,Snowball,
31,Comps & Cochennec 1993,Comps,1993,A Herpes-like Virus from the European Oyster Ostrea edulis L.,https://www.sciencedirect.com/science/article/pii/S0022201183710980?via%3Dihub,"Breton (Brittany), France",France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Field,Ostrea edulis,Other oyster,NA,OsHV-1,,Snowball,
32,Friedman et al. 2005,Friedman,2005,"Herpes virus in juvenile Pacific oysters Crassostrea gigas from Tomales Bay, California, coincides with summer mortality episodes",https://www.int-res.com/abstracts/dao/v63/n1/p33-41/,"Tomales Bay, California, USA",USA,NA,"38.205431, -122.939066

","38.205431, -122.939066

",38.205431,-122.939066,Field,Magallana gigas,Pacific Oyster,2002,OsHV-1,,Snowball,
33,Jenkins et al. 2013,Jenkins,2013,Identification and characterisation of an ostreid herpesvirus-1 microvariant (OsHV-1 µ-var) in Crassostrea gigas (Pacific oysters) in Australia,https://pubmed.ncbi.nlm.nih.gov/23872855/,"Woolooware Bay, Australia",Australia,NA,"-34.031666666666666, 151.1511111111111
","-34.031666666666666, 151.1511111111111
",-34.03166667,151.1511111,Field,Magallana gigas,Pacific Oyster,"2010, 2011",OsHV-1 μVar,,Snowball,
33,Jenkins et al. 2013,Jenkins,2013,Identification and characterisation of an ostreid herpesvirus-1 microvariant (OsHV-1 µ-var) in Crassostrea gigas (Pacific oysters) in Australia,https://pubmed.ncbi.nlm.nih.gov/23872855/,"Woolooware Bay, Australia",Australia,NA,"-34.031666666666666, 151.1511111111111
","-34.031666666666666, 151.1511111111111
",-34.03166667,151.1511111,Field,Saccostrea glomerata,Other oyster,"2010, 2011",OsHV-1 μVar,,Snowball,
34,Hine & Thorne 1997,Hine,1997,Replication of herpes-like viruses in haemocytes of adult flat oysters Ostrea angasi: an ultrastructural study ,https://www.int-res.com/articles/dao/29/d029p189.pdf,"Albany, Western Australia",Australia,NA,"-35.029908, 117.881675","-35.029908, 117.881675",-35.029908,117.881675,Field,Ostrea angasi,Other oyster,1994,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Mie Prefecture, Japan",Japan,NA,"34.387551, 136.965868","34.387551, 136.965868",34.387551,136.965868,Field,Magallana gigas,Pacific Oyster,2011,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Hiroshima Prefecture, Japan",Japan,NA,"34.143747, 132.695714","34.143747, 132.695714",34.143747,132.695714,Field,Magallana gigas,Pacific Oyster,2011,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Miyagi Prefecture, Japan",Japan,NA,"38.246616, 141.143571","38.246616, 141.143571",38.246616,141.143571,Field,Magallana gigas,Pacific Oyster,2011,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Mie Prefecture, Japan",Japan,NA,"34.387551, 136.965868","34.387551, 136.965868",34.387551,136.965868,Field,Magallana gigas,Pacific Oyster,2007,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Hiroshima Prefecture, Japan",Japan,NA,"34.143747, 132.695714","34.143747, 132.695714",34.143747,132.695714,Field,Magallana gigas,Pacific Oyster,2007,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Miyagi Prefecture, Japan",Japan,NA,"38.246616, 141.143571","38.246616, 141.143571",38.246616,141.143571,Field,Magallana gigas,Pacific Oyster,2007,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Kumamoto, Japan",Japan,NA,"32.785682, 130.588925

","32.785682, 130.588925

",32.785682,130.588925,Field,Crassostrea sikamea,Other oyster,2007,OsHV-1,,Snowball,
35,Shimahara et al. 2012,Shimahara,2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,"Kumamoto, Japan",Japan,NA,"32.785682, 130.588925

","32.785682, 130.588925

",32.785682,130.588925,Field,Crassostrea ariakensis,Other oyster,2007,OsHV-1,,Snowball,
36,Prado-Alvarez et al. 2021,Prado-Alvarez,2021,First detection of OsHV-1 in the cephalopod Octopus vulgaris. Is the octopus a dead-end for OsHV-1?,https://www.sciencedirect.com/science/article/pii/S0022201121000203,"Vigo, Spain",Spain,NA,"42.237904, -8.747742","42.237904, -8.747742",42.237904,-8.747742,Field,Octopus vulgaris,Octopus,2010,OsHV-1 μVar,,Snowball,
36,Prado-Alvarez et al. 2021,Prado-Alvarez,2021,First detection of OsHV-1 in the cephalopod Octopus vulgaris. Is the octopus a dead-end for OsHV-1?,https://www.sciencedirect.com/science/article/pii/S0022201121000203,"Vigo, Spain",Spain,NA,"42.237904, -8.747742","42.237904, -8.747742",42.237904,-8.747742,Field,Octopus vulgaris,Octopus,2011,OsHV-1 μVar,,Snowball,
36,Prado-Alvarez et al. 2021,Prado-Alvarez,2021,First detection of OsHV-1 in the cephalopod Octopus vulgaris. Is the octopus a dead-end for OsHV-1?,https://www.sciencedirect.com/science/article/pii/S0022201121000203,"Vigo, Spain",Spain,NA,"42.237904, -8.747742","42.237904, -8.747742",42.237904,-8.747742,Field,Octopus vulgaris,Octopus,2014,OsHV-1 μVar,,Snowball,
36,Prado-Alvarez et al. 2021,Prado-Alvarez,2021,First detection of OsHV-1 in the cephalopod Octopus vulgaris. Is the octopus a dead-end for OsHV-1?,https://www.sciencedirect.com/science/article/pii/S0022201121000203,"Vigo, Spain",Spain,NA,"42.237904, -8.747742","42.237904, -8.747742",42.237904,-8.747742,Field,Octopus vulgaris,Octopus,2015,OsHV-1 μVar,,Snowball,
37,Costello et al. 2021,Costello,2021,The role of invasive tunicates as reservoirs of molluscan pathogens,https://link.springer.com/article/10.1007/s10530-020-02392-5,"Crosshaven, Co. Cork, Ireland",Ireland,NA,"51.807539, -8.292553","51.807539, -8.292553",51.807539,-8.292553,Field,Botrylloides violaceus,Tunicate,2018,OsHV-1 μVar,,Snowball,
37,Costello et al. 2021,Costello,2021,The role of invasive tunicates as reservoirs of molluscan pathogens,https://link.springer.com/article/10.1007/s10530-020-02392-5,"Rossmore, Co. Cork, Ireland",Ireland,NA,"51.593005, -8.858027","51.593005, -8.858027",51.593005,-8.858027,Field,Styela clava ,Tunicate,2018,OsHV-1 μVar,,Snowball,
38,Bookelaar et al. 2018,Bookelaar,2018,Role of the intertidal predatory shore crab Carcinus maenas in transmission dynamics of ostreid herpesvirus-1 microvariant,https://pubmed.ncbi.nlm.nih.gov/30259874/,"Dungarvan, Co. Waterford",Ireland,"52.0936° N, 7.6204° W",NA,"52.868227777777776, -7.127005555555555",52.86822778,-7.127005556,Field,Carcinus maenas,Crab,2015,OsHV-1 μVar,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
